iso	lang	lat	area	language	glottocode
nvo			Africa	Nyokon	nyok1243
nvm	148.16643	-9.18089	Papua	Namiae	nami1258
nvh	167.41436	-16.34974	Papua	Nasarian	nasa1240
mhn	10.8087	46.49164	Eurasia	Mòcheno	moch1255
mho	22.59827	-16.7255933333	Africa	Mashi (Zambia)	mash1267
mhl	145.39391	-4.52416	Papua	Mauwake	mauw1238
mhm	38.09299	-17.29396	Africa	Makhuwa-Moniga	makh1265
mhj	62.28016	34.25039	Eurasia	Mogholi	mogh1245
mhk	10.02943	5.89752	Africa	Mungaka	mung1266
mhh	-61.901	-22.234	South America	Maskoy Pidgin	mask1241
mhi	31.847135	3.624995	Africa	Ma'di	madi1260
mhf	146.57572	-6.35558	Papua	Mamaa	mama1277
mhg	132.58697	-11.18231	Australia	Margu	marg1251
mhd	38.35191	-4.72863	Africa	Mbugu	mbug1240
mhe	101.67565	2.717	Eurasia	Besisi	besi1244
mhb	14.04725	0.64356	Africa	Mahongwe	maho1248
mhc	-92.17341	15.45381	North America	Mocho	moch1257
mha	83.67492	20.09622	Eurasia	Manda (India)	mand1413
mhz	135.94966	-2.87055	Papua	Mor (Mor Islands)	morm1235
mhx	99.8338	24.942535	Eurasia	Maru	maru1249
mhy	115.09176	-2.1239	Papua	Ma'anyan	maan1238
mhw	22.5025975	-17.6826675	Africa	Mbukushu	mbuk1240
mht	-66.723105	1.06636	South America	Mandahuaca	mand1448
mhu	96.88032	28.49929	Eurasia	Tawra	diga1241
mhr	48.40502	55.8307	Eurasia	Eastern Mari	east2328
mhs	126.63161	-3.43957	Papua	Buru (Indonesia)	buru1303
mhp	115.07496	-8.35714	Papua	Balinese Malay	bali1279
mhq	-102.37579	47.66312	North America	Mandan	mand1446
vsv			Eurasia	Valencian Sign Language	vale1251
NOCODE_Kempee			Africa	Kempee	kemp1234
vsi	28.694	47.107	Eurasia	Moldova Sign Language	mold1243
vsl	-66.76784	10.32937	South America	Venezuelan Sign Language	vene1237
krz	140.96896	-8.40452	Papua	Sota Kanum	sota1242
krx	-16.738165	12.99184	Africa	Karon	karo1294
kry	48.18457	41.18107	Eurasia	Kryz	kryt1240
krr	106.76134	13.56989	Eurasia	NA	NA
krs	25.51728	8.43391	Africa	Kresh-Woro	gbay1288
krp	8.808595	5.16206	Africa	Korop	koro1304
krv	106.58579	14.17964	Eurasia	NA	NA
krw	-8.40954	6.144145	Africa	Western Krahn	west2488
krt	13.15705	14.25844	Africa	Tumari Kanuri	tuma1248
kru	86.465675	24.46442	Eurasia	Kurukh	kuru1301
krj	122.2969	10.81307	Papua	Kinaray-a	kina1250
krk	175.06969	62.17769	Eurasia	Kerek	kere1280
krh	7.93507	10.47663	Africa	Kurama	kura1249
kri	-14.320425	10.881135	Africa	Krio	krio1253
krn	-8.49229	5.69555	Africa	Sapo	sapo1251
NOCODE_Teojomulco-Chatino			North America	Teojomulco Chatino	teoj1234
krl	30.865535	65.16912	Eurasia	Karelian	kare1335
krm	-11.83935	7.24116	Africa	NA	NA
krb	-122.167	40.56	North America	Karkin	kark1259
krc	42.26059	43.56504	Eurasia	Karachay-Balkar	kara1465
kra	84.13573	27.82967	Eurasia	Kumhali	kumh1238
krf	167.46691	-14.29428	Papua	Koro-Olrat	koro1308
krd	126.05874	-8.74034	Papua	Kairui-Midiki	kair1265
kre	-53.0	-10.58	South America	Panara	pana1307
yri	-74.37145	1.43017	South America	Yari	yari1235
yrk	71.02339	66.17749	Eurasia	Tundra Nenets	nene1249
yrl	-66.9645533333	1.04502666667	South America	Nhengatu	nhen1239
yrn	105.75368	23.34197	Eurasia	Yerong-Southern Buyang	yero1238
yra	142.94708	-4.28828	Papua	Yerakai	yera1243
yrb	148.6047	-9.50651	Papua	Yareba	yare1248
yre	-5.57851	6.95282	Africa	Yaoure	yaou1238
yrs	139.47243	-2.21222	Papua	Yarsun	yars1234
yrw	145.45448	-4.93943	Papua	Yarawata	yara1250
inz	-120.079937	34.616907	North America	Ineseno	ines1240
int	96.93882	20.39204	Eurasia	Intha-Danu	inth1238
inp	-69.30827	-12.46525	South America	Inapari	inap1242
ins	79.6786866667	27.5185633333	Eurasia	Indian Sign Language	indi1237
inl	112.378	-7.908	Papua	Jakartan Sign Language	indo1291
inm			Eurasia	Minaean	mina1279
inn	121.12014	16.32993	Papua	Isinai	isin1239
ino	145.53907	-6.32311	Papua	Inoke-Yate	inok1238
inh	44.15799	42.95255	Eurasia	Ingush	ingu1240
NOCODE_Papuan-Pidgin-English			Papua	Papuan Pidgin English	papu1254
inj	-76.65931	0.88872	South America	NA	NA
ind	109.71572	-7.33458	Papua	Standard Indonesian	indo1316
ing	-160.04427	62.0697	North America	Degexit'an	dege1248
ina	2.615	48.203	Eurasia	Interlingua (International Auxiliary Language Association)	inte1239
inb	-76.86062	1.00313	South America	Colombian Inga	inga1252
wxw				NA	NA
hps	-158.00179	21.63107	North America	Hawai'i Pidgin Sign Language	hawa1235
mch	-64.387725	4.707045	South America	Ye'kwana	maqu1238
hpo	97.11423	24.46064	Eurasia	Hpon	hpon1238
wxa	110.3618	28.64404	Eurasia	Waxianghua	waxi1236
tmb	167.48414	-16.27015	Papua	Avava	katb1237
NOCODE_Yadhaykenu			Australia	Yadhaykenu	yadh1237
eot	-3.28627	5.26495	Africa	Beti (Cote d'Ivoire)	beti1248
aln	21.3836825	42.3169925	Eurasia	Gheg Albanian	gheg1238
tcq	138.16077	-2.94448	Papua	Kaiy	kaiy1239
alo	127.95608	-3.76522	Papua	Larike-Wakasihu	lari1255
NOCODE_Pamunkey			North America	Pamunkey	pamu1240
alh	134.28162	-15.54581	Australia	Alawa	alaw1244
pth	-40.03332	-15.91666	South America	Pataxo Ha-Ha-Hae	pata1261
cwa	34.3923	-1.7124	Africa	Kabwa	kabw1241
cmo	107.30064	12.63132	Eurasia	Central Mnong	cent1992
cmn	116.228026	40.020884	Eurasia	Mandarin Chinese	mand1415
cml	119.623611	-4.016667	Papua	Campalagian	camp1262
cmk	-123.079	47.632	North America	NA	NA
cmi	-76.07486	4.8791	South America	Embera-Chami	embe1262
cme	-4.949175	10.12449	Africa	Cerma	cerm1238
cma	107.33902	11.52052	Eurasia	Maa	maaa1253
reg	33.04883	-1.83511	Africa	Kara (Tanzania)	kara1481
cmt	27.942	-26.247	Africa	Camtho	camt1236
cms			Eurasia	Messapic	mess1244
cmr	93.995	19.71	Eurasia	Mro Chin	mroc1235
quq	-3.68704	40.2638	Eurasia	Quinqui	quin1236
pty			Eurasia	Pathiya	path1235
qup	-76.52697	-3.32733	South America	Southern Pastaza Quechua	sout2990
qus	-63.24657	-27.82096	South America	Santiago del Estero Quichua	sant1432
qur	-76.53144	-10.49293	South America	Chaupihuaranga Quechua	yana1272
alw	38.17316	7.39014	Africa	Alaba-K'abeena	alab1254
quu			North America	K'iche', Eastern	kich1265
alt	86.87051	50.13472	Eurasia	Southern Altai	sout2694
qut			North America	K'iche', West Central	kich1266
alu	161.15822	-9.20699	Papua	'Are'are	area1240
quv	-91.10904	15.27401	North America	Sacapulteco	saca1238
als	20.0	41.0	Eurasia	Northern Tosk Albanian	tosk1239
quy	-74.32246	-13.84714	South America	Ayacucho Quechua	ayac1239
qux	-75.76589	-13.11443	South America	Yauyos Quechua	yauy1235
ptp	146.63945	-6.91988	Papua	Patep	pate1247
NOCODE_Bindal-Cunningham			Australia	Bindal-Cunningham	bind1234
NOCODE_Cypriot-Greek			Eurasia	Cypriot Greek	cypr1249
NOCODE_Belle-Isle-Pidgin			North America	Belle-Isle Pidgin	bell1264
glh	69.99362	35.16781	Eurasia	Northwest Pashayi	nort2665
akz	-94.62848	30.76738	North America	Alabama	alab1237
aky	92.78661	12.73253	Eurasia	Akakol	akak1253
glk	49.83588	37.13437	Eurasia	Gilaki	gila1241
gll				Bulloo River	kala1380
tmk	85.16479	27.9087	Eurasia	Northwestern Tamang	nort3144
glo	10.25422	10.12581	Africa	Galambu	gala1264
aks	1.37035	8.8858	Africa	Akaselem	akas1242
akr	166.94246	-15.63141	Papua	Araki	arak1252
akq	141.78374	-3.57026	Papua	Ak	akkk1240
akp	0.44362	7.23811	Africa	Siwu	siwu1238
akw	15.46226	-0.39897	Africa	Akwa	akwa1248
akv	46.30369	42.40035	Eurasia	Akhvakh	akhv1239
aku	9.962605	6.85716	Africa	Akum	akum1238
akt	150.18199	-6.22711	Papua	Akolet	akol1237
akk			Eurasia	Akkadian	akka1240
akj	92.95043	13.15249	Eurasia	Akajeru	akaj1239
aki	144.76523	-5.13467	Papua	Aiome	aiom1240
akh	143.47808	-6.13347	Papua	Angal Heneng	anga1292
ako	-55.6294	3.19607	South America	Akurio	akur1238
akm	92.80108	12.36294	Eurasia	Akabo	akab1248
akl	122.35413	11.55432	Papua	Aklanon	akla1240
akc	133.16598	-0.7489	Papua	Mpur	mpur1239
akb	99.60248	1.66127	Papua	Batak Angkola	bata1290
aka	-1.33254	6.34756	Africa	Akan	akan1250
akg	119.60465	-9.63425	Papua	Anakalangu	anak1240
akf	8.01629	7.32586	Africa	Akpa	akpa1238
ake	-60.86199	6.162765	South America	Akawaio-Ingariko	akaw1239
akd	8.10047	5.58316	Africa	Ukpet-Ehom	ukpe1249
tml	139.23298	-5.57962	Papua	Tamnim Citak	tamn1235
brz	145.76404	-5.26505	Papua	Bilibil	bilb1241
bry	143.01497	-4.03527	Papua	Burui	buru1309
brx	89.333235	26.725455	Eurasia	Bodo-Mech	bodo1269
brw	76.10249	12.58518	Eurasia	Bellari	bell1261
brv	104.75429	16.49057	Eurasia	Western Bru	west2397
bru	105.671356667	17.13105	Eurasia	Eastern Bru	east2332
brt	11.307245	6.873985	Africa	Bitare	bita1251
brs	119.34186	-1.5667	Papua	Baras	bara1371
brr	160.52035	-9.73716	Papua	Birao	bira1254
brq	144.70718	-4.73271	Papua	Breri	brer1240
brp	137.0536	-2.28732	Papua	Barapasi	bara1375
bro	90.64796	27.65436	Eurasia	Dur Brokkat	brok1249
brn	-83.2124	8.88093	North America	Boruca	boru1252
brm	26.86102	3.34642	Africa	Barambu	bara1361
brl	28.33	-22.17	Africa	Birwa	birw1238
brk	24.83	12.5	Africa	Birked	birk1242
brj	168.23249	-16.78672	Papua	Bieria	bier1246
bri	9.23887	4.24178	Africa	Mokpwe	mokp1239
brh	64.2990566667	28.5347033333	Eurasia	Brahui	brah1256
brg	-64.18381	-13.12775	South America	Baure	baur1253
brf	30.02932	1.50054	Africa	Bera	bera1259
bre	-3.78934	48.24523	Eurasia	Breton	bret1244
brd	85.05843	28.37675	Eurasia	Baraamu	bara1357
brc	-58.00024	5.3829	South America	Berbice Creole Dutch	berb1259
brb	107.00836	14.59942	Eurasia	Brao	lave1249
bra	78.08125	26.4758	Eurasia	Braj	braj1242
tzt			North America	Tz'utujil, Western	tzut1249
quj			North America	K'iche', Joyabaj	kich1267
qum	-91.7041	15.23054	North America	Sipacapense	sipa1247
qul	-68.78939	-14.40136	South America	North Bolivian Quechua	nort2976
qun	-124.16024	47.4214	North America	Quinault	quin1251
nka	24.76494	-14.85131	Africa	Nkoya	nkoy1244
nkb	94.13453	24.20405	Eurasia	Khoibu	khoi1251
nkc	9.80096	5.33848	Africa	Nkongho	nkon1247
nkd	94.21409	25.28569	Eurasia	Koireng	koir1240
nke	157.06392	-7.97768	Papua	Duke	duke1237
nkf	93.80956	24.87608	Eurasia	Inpui Naga	inpu1234
nkg	146.25283	-5.64364	Papua	Nekgini	nekg1240
nkh	94.31138	25.70775	Eurasia	Khezha Naga	khez1235
nki	93.83959	25.34725	Eurasia	Thangal Naga	than1255
nkj	140.51225	-5.19377	Papua	Nakai	naka1265
nkk	166.60265	-14.89743	Papua	Nokuku	noku1237
nkm	141.64056	-8.827	Papua	Namat	nama1267
nkn	19.04755	-13.36882	Africa	Nkangala	nkan1238
nko	0.3209	7.20316	Africa	Nkonya	nkon1248
nkp	-173.74249	-15.96596	Papua	Niuatoputapu	niua1241
nkr	155.0	3.83	Papua	Nukuoro	nuku1260
nks	138.40469	-4.89854	Papua	Momogo-Pupis-Irogo	nort2917
nkt			Africa	Nyika (Tanzania)	nyik1247
nku	-2.746275	8.46011	Africa	Bouna Kulango	boun1243
nkv			Africa	Nyika (Malawi and Zambia)	nyik1246
nkw	22.68021	-3.67432	Africa	Nkutu	nkut1238
nkx	7.45802	4.57641	Africa	Nkoroo	nkor1239
nkz	7.76345	5.43898	Africa	Nkari	nkar1238
NOCODE_Pidgin-Gulf-Arabic			Eurasia	Pidgin Gulf Arabic	pidg1248
tmo	102.91576	3.11331	Eurasia	Temoq	temo1243
ert	138.05252	-2.71182	Papua	Eritai	erit1239
tnt	124.65429	1.24813	Papua	Tontemboan	tont1239
tnw	124.6516	1.0539	Papua	Tonsawang	tons1239
tnv	92.50734	22.31851	Eurasia	Tangchangya	tang1330
tnq	-66.8042	18.283605	North America	Taino	tain1254
tnp	169.38113	-19.50195	Papua	Whitesands	whit1269
err	132.86787	-12.28391	Australia	Erre	erre1238
ers	102.21339	29.28674	Eurasia	Ersu	ersu1241
tny	30.08074	-6.43051	Africa	Tongwe	tong1320
tnx	166.97	-11.68	Papua	Tanema	tane1237
tnz	100.102185	6.881375	Eurasia	Maniq	tong1308
tne	120.99378	16.78986	Papua	NA	NA
tnd	-71.92117	6.54198	South America	Angosturas Tunebo	ango1257
tng	16.20899	9.8289	Africa	Tobanga	toba1280
erg	169.16608	-18.81812	Papua	Sie	siee1239
tna	-68.04056	-13.39249	South America	Tacana	taca1256
era			Eurasia	Eravallan	erav1242
tnc	-70.38531	-0.59023	South America	Tanimuca-Retuara	tani1257
tnb	-72.65068	6.90704	South America	Western Tunebo	west2651
tnm	140.39629	-2.45368	Papua	Tabla	tabl1243
tnl	169.26061	-19.4763	Papua	Lenakel	lena1238
tno	-67.39312	-13.30281	South America	Toromono	toro1255
ero	101.72	31.10258	Eurasia	Stau-Dgebshes	horp1239
erh	6.04818	5.18026	Africa	Eruwa	eruw1238
eri	145.71017	-5.37766	Papua	Ogea	ogea1238
tnk	169.44199	-19.59545	Papua	Kwamera	kwam1252
erk	168.37659	-17.70063	Papua	Nafsan	sout2856
uar	145.73197	-7.94866	Papua	Tairuma	tair1256
uam	-38.74999	-8.49999	South America	Uamue	uamu1236
uan	105.31038	18.07692	Eurasia	Kuan	kuan1246
sse	119.299715	6.231445	Papua	Balangingi	bala1311
lal	23.36337	-1.11711	Africa	NA	NA
lam	27.90262	-12.336595	Africa	Lamba	lamb1271
lan	4.43514	10.57564	Africa	Laru (Nigeria)	laru1238
lao	104.56848	16.07262	Eurasia	Lao	laoo1244
lai	33.15852	-9.49372	Africa	Lambya	lamb1272
laj	33.05527	2.13867	Africa	Lango (Uganda)	lang1324
lak	11.22801	9.14965	Africa	NA	NA
lad	28.66325	41.20503	Eurasia	Ladino	ladi1251
lae	76.59663	32.69631	Eurasia	Pattani	patt1248
laf	30.73307	10.33565	Africa	Lafofa	lafo1243
lag	35.95174	-4.71413	Africa	Langi	lang1320
laa	123.13047	7.53449	Papua	Lapuyan Subanun	lapu1236
lac	-91.42348	17.02093	North America	Lacandon	laca1243
lax	92.25834	26.06675	Eurasia	Tiwa (India)	tiwa1253
lay	98.46937	27.62373	Eurasia	Lama (Myanmar)	lama1289
laz	146.99139	-6.72266	Papua	Aribwatsa	arib1241
lat	12.45021	41.90264	Eurasia	Latin	lati1261
lau	127.58349	1.66675	Papua	Laba	laba1241
lav	24.309118	56.826108	Eurasia	Latvian	latv1249
law	120.26199	0.50708	Papua	Lauje	lauj1238
lap	16.01934	7.789965	Africa	Laka (Chad)	laka1254
laq	104.81184	23.23836	Eurasia	Pubiao-Qabiao	qabi1235
lar	-0.07822	5.9367	Africa	Larteh	lart1238
las	0.833293333333	8.66953666667	Africa	Lama (Togo)	lama1275
zea	3.85428	51.49809	Eurasia	Zeeuws	zeeu1238
zeg	146.54567	-6.93858	Papua	Zenag	zena1237
zeh	107.18368	23.68182	Eurasia	Eastern Hongshuihe Zhuang	east2363
zen	-16.17106	16.81997	Africa	Zenaga	zena1248
ssf	120.92981	23.83329	Papua	Thao	thao1240
NOCODE_Basque-Amerindian-Pidgin			North America	Basque-Amerindian Pidgin	basq1252
NOCODE_Malaweg			Papua	Malaweg	mala1534
pjt	131.35737	-26.97044	Australia	Pitjantjatjara	pitj1243
ssc	34.103295	-0.95719	Africa	Suba-Simbiti	suba1252
xgm				Dharumbal	dhar1248
xgi				NA	NA
xgg				NA	NA
xgd				Gudang	guda1244
xgb	-2.811213	8.020857	Africa	Gbin	gbin1239
xga			Eurasia	Galatian	gala1252
xgw				Guwa	guwa1242
xgu			Australia	Unggumi	ungg1243
wgg	135.94079	-25.81485	Australia	Wangganguru	wang1290
wga	137.62348	-20.329	Australia	Wagaya	waga1260
wgb	150.37814	-10.41792	Papua	Wagawaga	waga1268
wgo	130.91683	-0.17957	Papua	Waigeo	waig1244
wgi	144.66454	-6.11629	Papua	Wahgi	nucl1620
wgu			Australia	Wirangu	wira1265
wgy	146.17863	-18.54681	Australia	Warrgamay	warr1255
nty	105.40476	23.18287	Eurasia	Mantsi	mant1265
ntz	51.95383	33.45931	Eurasia	Natanzic	nata1252
ntp	-107.37932	26.43476	North America	Northern Tepehuan	nort2959
nts	-75.03332	4.16665	South America	Natagaimas	nata1238
ntr	0.59728	7.909965	Africa	Delo	delo1240
ntu	165.83507	-10.67714	Papua	Natugu	natu1246
ntw	-77.115	36.72	North America	Nottoway	nott1246
nti	-5.19517	10.7176	Africa	Natioro	nati1243
ntk	34.53614	-1.94989	Africa	Ikoma-Nata	ikom1245
ntj	127.60204	-25.75137	Australia	Ngaanyatjarra	ngaa1240
ntm	1.21879	10.51908	Africa	Nateni	nate1242
nto	18.26501	-1.99062	Africa	Ntomba	ntom1248
nte	39.9062	-16.09729	Africa	Nathembo	nath1238
ntg				NA	NA
mvp	119.87095	-3.37081	Papua	Duri	duri1242
mvq	145.45828	-4.62246	Papua	Moere	moer1240
mvr	135.79705	-1.66738	Papua	Marau	mara1397
mvs	138.2942	-1.74679	Papua	Massep	mass1263
mvt	167.23242	-15.8988	Papua	Mpotovoro	mpot1241
mvu	20.78818	13.1568	Africa	Marfa	marf1238
mvv	116.17655	4.429075	Papua	Tagal Murut	taga1273
mvw	39.42681	-9.37101	Africa	Machinga	mach1265
mvx	134.37813	-2.07828	Papua	Meoswar	meos1237
mvy	73.0154	35.33886	Eurasia	Indus Kohistani	indu1241
mvz	38.33863	8.10617	Africa	Mesqan	mesq1240
mva	145.03346	-4.07921	Papua	Manam	mana1295
mvb	-122.86327	40.43208	North America	Mattole-Bear River	matt1238
mvc			North America	Mam, Central	mamc1234
mvd	119.54972	-9.42302	Papua	Mamboru	mamb1305
mve	71.56714	28.32418	Eurasia	Marwari (Pakistan)	marw1256
mvf	110.157135	42.420815	Eurasia	Peripheral Mongolian	peri1253
mvg	-97.42845	17.28319	North America	Yucuane Mixtec	yucu1250
mvh	16.99325	9.69132	Africa	Mire	mire1238
mvi	125.36309	24.75642	Eurasia	Miyako	miya1259
mvj			North America	Mam, Todos Santos Cuchumatan	mamt1235
mvk	143.75002	-4.47017	Papua	Mekmek	mekm1240
mvl	136.641	-24.46	Australia	Mbara-Yanga	mbar1254
mvm	102.20549	29.82257	Eurasia	NA	NA
mvn	150.50133	-9.59922	Papua	Minaveha	mina1269
mvo	157.74689	-8.37943	Papua	Marovo	maro1244
tek	15.38931	-4.20697	Africa	Kwa South	ibal1241
NOCODE_Dume			Africa	Dume	dume1236
tea	101.43761	4.974	Eurasia	Temiar	temi1246
teb	-76.5761	-0.02668	South America	Tetete	tete1252
tec	35.0	0.6	Africa	Terik	teri1244
nbw	19.59387	2.5414	Africa	Southern Ngbandi	sout2784
NOCODE_Jitotolteco			North America	Jitotolteco	jito1235
tee	-97.93472	20.61888	North America	Huehuetla Tepehua	hueh1236
tef	93.12972	8.23716	Eurasia	Teressa	tere1272
teg	14.86636	-1.61688	Africa	Latege	teke1275
tex	32.63072	4.91107	Africa	Tennet	tenn1246
ktx	-66.33286	-9.47288	South America	Kaxarari	kaxa1239
kty	24.82023	3.47633	Africa	Kango (Bas-Uele District)	kang1286
ktz	20.767285	-19.687995	Africa	South-Eastern Ju	juho1239
tey	29.10797	11.45068	Africa	Tulishi	tuli1249
ktt	140.60387	-5.34647	Papua	Ketum	ketu1238
ktu	17.15479	-2.29601	Africa	Kituba (Democratic Republic of Congo)	kitu1246
ktv	107.64367	15.85534	Eurasia	Eastern Katu	east1236
ktw	-123.43244	39.70019	North America	Kato	kato1244
ktp	101.74047	22.29959	Eurasia	Kaduo	kadu1253
ktq	121.54387	17.95094	Papua	Katabaga	kata1268
ktr	116.94601	6.377	Papua	NA	NA
kts	140.8149	-6.01385	Papua	South Muyu	sout2940
ktl	53.008	29.441	Eurasia	Koroshi	koro1296
ktm	147.03608	-2.01187	Papua	Kurti	kurt1250
ktn	-64.15219	-9.37937	South America	Karitiana	kari1311
kto	151.53735	-3.06952	Papua	Kuot	kuot1243
kth	20.6354	13.1748	Africa	Karanga	kara1484
kti	140.83996	-5.55319	Papua	North Muyu	nort2916
ktj	-7.30644	4.56109	Africa	Plapo Krumen	plap1239
ktk	145.08559	-1.51777	Papua	Kaniet	kani1282
ktd	136.81262	-31.20523	Australia	Kokata	koka1244
kte	84.77716	28.50918	Eurasia	Gyalsumdo-Nubri	nubr1241
ktf	27.46332	-1.53712	Africa	Kwami	kwam1250
ktg	139.5	-21.0	Australia	Kalkutung	kalk1246
kta	108.29295	14.89712	Eurasia	Katua	katu1273
ktb	37.90877	7.37582	Africa	Kambaata	kamb1316
ktc	10.96711	9.33645	Africa	Kholok	khol1240
tep	-101.72887	19.2343	North America	Tepecano	tepe1278
teq	29.3898	11.8275	Africa	Temein	nucl1339
ter	-56.03292	-20.66136	South America	Terena-Kinikinao-Chane	tere1279
ypp	103.4	23.0	Eurasia	Phupa	phup1239
ypz	103.4	23.05	Eurasia	Phuza	phuz1235
tet	125.527665	-9.112165	Papua	Tetum	tetu1245
teu	34.75954	2.58367	Africa	Soo	sooo1256
ypb	103.733	23.591	Eurasia	Labo Phowa	labo1243
ypa	102.504959	23.353982	Eurasia	Phala	phal1256
ypg	102.22755	23.467403	Eurasia	Phola	phol1237
yph	102.3	22.95	Eurasia	Phupha	phup1237
tew	-106.12405	35.90532	North America	Rio Grande Tewa	tewa1260
ypn	103.733	23.591	Eurasia	Ani Phowa	anip1235
ypo	101.933098	23.589978	Eurasia	Alo Phola	alop1235
ypm	104.05	23.1	Eurasia	Phuma	phum1235
NOCODE_Buena-Vista-Yokuts	-119.23748	35.22038	North America	Buena Vista Yokuts	buen1244
sul			Papua	NA	NA
oge			Eurasia	Old Georgian	oldg1234
hrx			South America	Hunsrik	riog1239
hrz	48.28478	38.43411	Eurasia	Harzani-Kilit	harz1239
hru	92.63	27.27	Eurasia	Hruso	hrus1242
hrt	42.51921	37.37301	Eurasia	Hertevin	hert1241
hrv	16.826005	45.2006016667	Eurasia	NA	NA
hrp				NA	NA
hrr	129.38675	-3.12875	Papua	Horuru	horu1241
hrm	101.950052	22.563832	Eurasia	Horned Miao	horn1235
hro	108.99547	13.22009	Eurasia	Haroi	haro1237
udl	14.13782	10.95502	Africa	Wuzlam	wuzl1236
hrk	128.47559	-3.57029	Papua	Haruku	haru1244
hre	108.69418	14.63082	Eurasia	Hre	hree1244
udm	52.63548	56.12921	Eurasia	Udmurt	udmu1245
hra	93.351035	24.455925	Eurasia	Hrangkhol	hran1239
eme	-52.36986	3.23694	South America	Teko	emer1243
emg	87.11336	27.51034	Eurasia	Eastern Meohang	east2357
ema	5.84494	7.09089	Africa	Emai-Iuleha-Ora	emai1241
emb	112.62997	1.3156	Papua	Embaloh	emba1238
eml			Eurasia	NA	NA
emo	-57.88921	-24.92015	South America	Emok	emok1238
emn	9.70562	6.22923	Africa	Eman	eman1238
emi	149.62397	-1.44105	Papua	Mussau-Emira	muss1246
emk	-10.5394	9.33048333333	Africa	Eastern Maninkakan	east2426
suz	86.24762	27.52009	Eurasia	Sunwar	sunw1242
emu	80.88926	20.14222	Eurasia	Eastern Muria	east2340
emw	129.72112	-8.03209	Papua	Emplawas	empl1237
emp	-77.57396	7.12761	South America	Northern Embera	nort2972
ems	-148.04281	60.42382	North America	Pacific Gulf Yupik	paci1278
emy			North America	Epigraphic Mayan	epig1241
emx			Eurasia	Erromintxela	erro1240
NOCODE_Winjarumi	124.539184	-15.355178	Australia	Winjarumi	winj1235
NOCODE_Passe	-67.418518	-1.415444	South America	Passe	pass1250
NOCODE_Gueren	-39.61441	-17.726974	South America	Gueren	guer1242
gna	-3.70994	10.16752	Africa	Kaansa	kaan1246
haj	89.85938	25.51429	Eurasia	Hajong	hajo1238
hak	116.0	25.0	Eurasia	Hakka Chinese	hakk1236
coq	-119.60513	44.51766	North America	Coquille	coqu1236
cop	31.2053	29.47203	Africa	Coptic	copt1239
cos	9.255365	41.700015	Eurasia	Corsican	cors1241
cor	-4.18619	50.52332	Eurasia	Cornish	corn1251
cou	-13.176955	12.542075	Africa	Wamey	wame1240
cot	-73.44506	-11.48125	South America	Caquinte	caqu1242
cow	-122.91665	46.41666	North America	Cowlitz	cowl1242
cov	109.54741	26.22358	Eurasia	Cao Miao	caom1238
coy	-72.99999	11.33332	South America	Coyaima	coya1241
cox	-72.35066	-12.10185	South America	Nanti	nant1250
ill	118.2235	4.3362	Papua	Iranun	iran1262
coz	-97.23884	17.66601	North America	Chochotec	choc1279
ilk	121.54727	16.37846	Papua	Ilongot	ilon1239
ili	80.49571	44.008885	Eurasia	Ili Turki	ilit1241
ilv	8.25236	4.78618	Africa	Ilue	ilue1241
ilw	126.33592	-7.88553	Papua	NA	NA
coc	-114.84778	32.375965	North America	Cocopa	coco1261
cob	-91.286885	15.60783	North America	Chicomuceltec	chic1271
coe	-75.34745	0.92316	South America	Koreguaje	kore1283
cod	-74.0	-4.5	South America	Cocama-Cocamilla	coca1259
cog	102.513715	12.52181	Eurasia	Chong of Chanthaburi	chon1284
cof	-79.23468	-0.21181	South America	Tsafiki	colo1256
coh	39.75531	-3.79746	Africa	Chonyi-Dzihana-Kauma	chon1287
cok	-104.70003	22.71018	North America	Santa Teresa Cora	sant1424
coj	-114.07703	29.04001	North America	Cochimi	coch1272
com	-98.42395	34.57014	North America	Comanche	coma1245
col	-118.45361	48.21697	North America	Columbia-Wenatchi	colu1241
coo	-124.96678	49.72325	North America	Comox	como1259
con	-77.064305	0.276675	South America	Cofan	cofa1242
hac	44.4956	36.83768	Eurasia	Gurani	gura1251
bnw	143.0581	-4.46238	Papua	Bisis	bisi1244
bnv	139.20752	-2.09529	Papua	Bonerif	bone1255
NOCODE_Haraza	30.417	15.083	Africa	Haraza	hara1258
bnu	119.80592	-4.76004	Papua	Bentong	bent1237
bnk	168.15444	-16.66632	Papua	Bierebo	bier1244
hay	31.4846	-1.70878	Africa	Haya	haya1250
bni	17.22697	-0.87437	Africa	Bobangi	bang1354
bnc	121.02662	17.09386		NA	NA
bnb	116.47389	5.32519	Papua	Bookan	book1241
bna	121.79239	-7.37657	Papua	Bonerate	bone1254
gnr	151.17468	-25.3893	Australia	Gureng Gureng	gure1255
gnq	116.14474	5.57583	Papua	Gana	gana1277
aiy	18.03518	4.60014	Africa	Ali	alii1240
gnw	-64.16621	-20.28192	South America	Western Bolivian Guarani	west2640
