language	glottocode	iso
Birao	bira1254	brr
Birgit	birg1239	btf
Birhor	birh1242	biy
Biri	biri1256	bzr
Biritai	biri1259	bqq
Birked	birk1242	brk
Birrdhawal	gana1268	ihw
Birri	birr1240	bvq
Birwa	birw1238	brl
Biseni	bise1238	ije
Bishnupuriya	bish1244	bpy
Bishuo	bish1246	bwh
Bisis	bisi1244	bnw
Bislama	bisl1239	bis
Bisorio	biso1243	bir
Bissa	biss1248	bib
Bisu (Retired)	bisu1247	bii
Bisu	bisu1244	bzi
Bit	bitt1240	bgk
Bitare	bita1251	brt
Bitur	bitu1242	mcc
Biwat	biwa1243	bwm
Biyo	biyo1243	byo
Biyom	biyo1244	bpm
Blablanga	blab1237	blp
Blafe	blaf1238	bfh
Blagar	blag1240	beu
Blang	blan1242	blr
Bo (Laos)	bola1249	bgl
Bo (Papua New Guinea)	bopa1235	bpw
Bo-Rukul	boru1244	mae
Bo-Ung	boun1245	mux
Boano (Maluku)	boan1242	bzn
Boano (Sulawesi)	boan1243	bzl
Bobongko	bobo1255	bgb
Bobot	bobo1254	bty
Bodo (Central African Republic)	bodo1272	boy
Bodo (India)	bodo1269	brx
Bodo Gadaba	bodo1267	gbj
Bodo Parja	bodo1266	bdv
Bofi	bofi1238	bff
Boga	boga1251	bvw
Bogaya	boga1247	boq
Boghom	bogh1241	bux
Boguru	bogu1241	bqu
Bohtan Neo-Aramaic	boht1238	bhn
Boikin	boik1241	bzf
Bokar-Ramo	boka1249	NA
Bokha	bokh1237	ybk
Boko (Benin)	boko1266	bqc
Boko (Democratic Republic of Congo)	boko1263	bkp
Bokobaru	boko1267	bus
Bokoto	boko1261	bdt
Bokyi	boky1238	bky
Bola	bola1250	bnp
Bolango	bola1252	bld
Bole	nucl1695	bol
Bolgarian	bolg1250	xbo
Bolgo	bolg1251	bvo
Bolia	boli1255	bli
Bolinao	boli1256	smk
Bolivian Sign Language	boli1236	bvl
Boloki	bolo1262	bkt
Bolon	bolo1266	bof
Bolondo	bolo1263	bzm
Bolongan	bolo1268	blj
Bolyu	boly1239	ply
Bom-Kim	bomk1234	bmf
Boma	boma1246	boh
Bomboli	bomb1261	bml
Bomboma	bomb1262	bws
Bomitaba	bomi1238	zmx
Bomu	bomu1247	bmq
Bomwali	bomw1238	bmw
Bon Gula	bong1282	glc
Bonan	bona1250	peh
Bonari	bona1255	NA
Bondei	bond1247	bou
Bondo	bond1245	bfw
Bondoukou Kulango	bond1246	kzc
Bonerate	bone1254	bna
Bonerif	bone1255	bnv
Bonggi	bong1289	bdg
Bonggo	bong1287	bpg
Bongili	bong1284	bui
Bongo	bong1285	bot
Bongu	bong1291	bpu
Bonin English Pidgin	boni1239	NA
Bonkeng	bonk1243	bvg
Bonkiman	bonk1244	bop
Bookan	book1241	bnb
Boon	boon1242	bnl
Boor	boor1242	bvf
Bora	bora1263	boa
Borana-Arsi-Guji Oromo	bora1271	gax
Border Kuna	bord1248	kvn
Borei	bore1247	gai
Borgarmalet	borg1236	NA
Borgu Fulfulde	borg1235	fue
Bori-Karko	bori1243	adi
Borna (Democratic Republic of Congo)	born1252	bxx
Boro (Ethiopia)	boro1277	bwo
Boro	boro1283	xxb
Borong	boro1279	ksr
Bororo	boro1282	bor
Boruca	boru1252	brn
Boselewa	bose1237	bwf
Bosngun	bosn1248	bqs
Bosnian	bosn1245	bos
Bote-Majhi	bote1238	bmj
Botlikh	botl1242	bph
Botolan Sambal	boto1242	sbl
Bouna Kulango	boun1243	nku
Bouyei	bouy1240	pcc
Bozaba	boza1238	bzo
Bragat	brag1240	aof
Brahui	brah1256	brh
Braj	braj1242	bra
Brao	lave1249	brb
Brazilian Sign Language	braz1236	bzs
Brek Karen	brek1238	kvl
Brem	brem1238	buq
Breri	brer1240	brq
Breton	bret1244	bre
Bribri Sign Language	brib1244	NA
Bribri	brib1243	bzd
British Sign Language	brit1235	bfi
Broken Oghibbeway	brok1252	NA
Broken Slavey	brok1250	NA
Brokpake	brok1248	sgt
Brokskat	brok1247	bkk
Brooke's Point Palawano	broo1239	plw
Broome Pearling Lugger Pidgin	broo1238	bpl
Brunca Sign Language	brun1247	NA
Brunei Bisaya	brun1245	bsb
Brunei	brun1242	kxd
Brunei-Sabah Malay	saba1263	msi
Bruny Island	brun1235	NA
Bu	buuu1244	jid
Bu-Nao Bunu	buna1273	bwx
Bua	buaa1245	bub
Bualkhaw Chin	bual1235	cbl
Buamu	buam1238	box
Bube	bube1242	bvb
Bubi	bubi1250	buw
Bubia	bubi1249	bbx
Budeh Stieng	bude1236	stt
Budibud	budi1249	btp
Budong-Budong	budo1241	bdx
Budu	budu1250	buu
Budukh	budu1248	bdk
Buduma	budu1265	bdm
Budza	budz1238	bja
Buena Vista Yokuts	buen1244	NA
Bugan (Retired)	buga1251	bgh
Bugan	buga1247	bbh
Bugawac	buga1250	buk
Bughotu	bugh1239	bgt
Buginese	bugi1244	bug
Buglere	bugl1243	sab
Bugun	bugu1246	bgg
Buhid	buhi1245	bku
Buhutu	buhu1237	bxh
Bujhyal	bujh1238	byh
Bukar-Sadung Bidayuh	buka1257	sdo
Bukat	buka1261	bvk
Bukharic	bukh1238	bhh
Bukit Malay	buki1247	bvu
Bukitan	buki1248	bkn
Bukiyip	buki1249	ape
Buksa	buks1238	tkb
Bukusu	buku1249	bxk
Bukwen	bukw1238	buz
Bularnu	bula1255	NA
Bulgarian Sign Language	bulg1240	bqn
Bulgarian	bulg1262	bul
Bulgebi	bulg1265	bmp
Buli (Ghana)	buli1254	bwu
Buli (Indonesia)	buli1255	bzq
Bullom So	bull1247	buy
Bulo Stieng	bulo1242	sti
Bulu (Cameroon)	bulu1251	bum
Bulu (Papua New Guinea)	bulu1253	bjl
Bum	bumm1238	bmv
Bumaji	buma1244	byp
Bumang	buma1247	bvp
Bumbita Arapesh	bumb1241	aon
Bumthangkha	bumt1240	kjz
Bun	bunn1240	buv
Buna	buna1277	bvn
Bunaba	buna1275	bck
Bunak	buna1278	bfn
Bunama	buna1276	bdd
Bunan	gahr1239	bfu
Bundeli	bund1253	bns
Bung	bung1259	bqd
Bungain	bung1270	but
Bunganditj	bung1264	xbg
Bungku	bung1269	bkz
Bungu	bung1265	wun
Bunoge Dogon	buno1241	dgb
Bunun	bunu1267	bnn
Buol	buol1237	blf
Bura Sign Language	bura1295	NA
Bura-Pabir	bura1292	bwr
Burak	bura1271	bys
Buraka	bura1269	bkg
Burarra	bura1267	bvr
Burate	bura1276	bti
Burduna	burd1238	bxn
Bure	bure1242	bvh
Burji	burj1242	bji
Burkina Faso Sign Language	burk1234	NA
Burma Pyu	burm1262	NA
Burmbar	burm1263	vrt
Burmese	nucl1310	mya
Burmeso	burm1264	bzu
Buru (Indonesia)	buru1303	mhs
Buru (Nigeria)	buru1299	bqw
Burui	buru1309	bry
Burum-Mindik	buru1306	bmu
Burumakok	buru1307	aip
Burun	buru1301	bdi
Burundi Pidgin French	buru1323	NA
Burunge	buru1320	bds
Burushaski	buru1296	bsk
Burusu	buru1304	bqr
Buruwai	buru1308	asi
Busa	busa1253	bqp
Busam	busa1251	bxs
Busami	busa1254	bsm
Busang Kayan	busa1255	bfg
Bushi	bush1250	buc
Bushoong	bush1247	buf
Buso	buso1242	bso
Busoa	buso1238	bup
Bussa	buss1239	dox
Busuu	busu1244	bju
Butam	buta1242	NA
Butbut Kalinga	butb1235	kyb
Butler English	butl1235	NA
Butuanon	butu1244	btw
Buwal	buwa1243	bhs
Buxinhua	buxi1237	bxt
Buya	buya1245	byy
Buyu	buyu1239	byi
Buyuan Jinuo	buyu1238	jiy
Bwa	bwaa1238	bww
Bwaidoka	bwai1242	bwd
Bwanabwana	bwan1241	tte
Bwatoo	bwat1240	bwa
Bwe Karen	bwek1238	bwe
Bwela	bwel1238	bwl
Bwenelang	bwen1239	NA
Bwile	bwil1245	bwc
Bwisi	bwis1242	bwz
Byangsi	byan1241	bee
Byep	byep1241	mkk
Badi Kanum	badi1247	khd
C'lela	clel1238	dri
Caac	caac1237	msq
Cabiyari	cabi1241	cbb
Cabecar	cabe1245	cjp
Cacaloxtepec Mixtec	caca1250	miu
Cacaopera	caca1247	ccr
Cacgia Roglai	cacg1235	roc
Caddo	cadd1256	cad
Cafundo	cafu1238	ccd
Cagua	cagu1236	cbh
Cahuarano	cahu1268	cah
Cahuilla	cahu1264	chl
Caijia	caij1234	NA
Cajamarca Quechua	caja1238	qvc
Cajatambo North Lima Quechua	caja1239	qvl
Cajonos Zapotec	cajo1238	zad
Cajun French	caju1236	frc
Caka	caka1240	ckx
Cakchiquel-Quiche Mixed Language	cakc1235	ckz
Cakfem-Mushere	cakf1236	cky
Calamian Tagbanwa	cala1258	tbk
Calchaqui	calc1235	NA
Calderon Highland Quichua	cald1236	qud
Callawalla	call1235	caw
Calo	calo1235	rmr
Calusa	calu1239	NA
Caluyanun	calu1238	clu
Calo	calo1236	rmq
Camarines Norte Agta	cama1250	abd
Cambap	twen1242	twn
Cambodian Sign Language	camb1244	NA
Cameroon Mambila	came1252	mcu
Cameroon Pidgin	came1254	wes
Camling	caml1239	rab
Campalagian	camp1262	cml
Campidanese Sardinian	camp1261	sro
Camsa	cams1241	kbh
Camtho	camt1236	cmt
Camunic	camu1235	xcc
Canari	cana1260	NA
Candoshi-Shapra	cand1248	cbu
Canela-Kraho	cane1242	ram
Canichana	cani1243	caz
Cao Lan	caol1238	mlc
Cao Miao	caom1238	cov
Capanahua	capa1241	kaq
Capiznon	capi1239	cps
Capoxo	capo1236	NA
Cappadocian Greek	capp1239	cpg
Caquinte	caqu1242	cot
Car Nicobarese	carn1240	caq
Cara	cara1270	cfd
Carabayo	cara1245	cby
Caramanta	cara1271	crf
Carapana	cara1272	cbc
Carian	cari1274	xcr
Cariay	cari1280	NA
Caribbean Hindustani	cari1275	hns
Caribbean Javanese	cari1276	jvn
Carijona	cari1279	cbd
Carolina Algonquian	caro1243	crr
Carolinian	caro1242	cal
Carpathian Romani	carp1235	rmc
Carrier	carr1249	crx
Carutana	caru1240	cru
Cashibo-Cacataibo	cash1251	cbr
Cashinahua	cash1254	cbs
Cashinawa of the Tarauaca river	cash1253	NA
Casiguran-Nagtipunan Agta	casi1235	dgc
Caspian and eastern Persia Gypsy	casp1241	NA
Castelmezzano	cast1245	NA
Casuarina Coast Asmat	casu1237	asc
Cataelano Mandaya	cata1284	mst
Catalan Sign Language	cata1241	csc
Catalan	stan1289	cat
Catawba	cata1286	chc
Catuquinaru-Bach	catu1242	NA
Cauca	cauc1241	cca
Cauho	cauh1234	NA
Cavineña	cavi1250	cav
Cayubaba	cayu1262	cyb
Cayuga	cayu1261	cay
Cayuse	cayu1241	xcy
Cañar Highland Quichua	cana1262	qxr
Cebaara Senoufo	ceba1235	sef
Cebuano	cebu1242	ceb
Celtiberian	celt1247	xce
Cemuhi	cemu1238	cam
Cen	cenn1238	cen
Central Asmat	cent2117	cns
Central Awyu	cent2118	awu
Central Aymara	cent2142	ayr
Central Bai	cent2004	bca
Central Berawan	cent2098	zbc
Central Bontoc	cent2292	lbk
Central Cagayan Agta	cent2084	agt
Central Chong	cent2314	NA
Central Dagaare	sout2789	dga
Central Dusun	cent2100	dtp
Central Gelao-Qau	qaua1234	gqu
Central Grebo	cent2041	grv
Central Guerrero Nahuatl	guer1241	ngu
Central Hongshuihe Zhuang	cent2009	zch
Central Huasteca Nahuatl	cent2134	nch
Central Huishui Hmong	cent2013	hmc
Central Ju	cent2300	NA
Central Kalapuya	kala1400	kyl
Central Kanuri	cent2050	knc
Central Khmer	cent1989	khm
Central Kurdish	cent1972	ckb
Central Maewo	cent2058	mwo
Central Malay	cent2053	pse
Central Mansi	cent2322	NA
Central Masela	cent2072	mxz
Central Mashan Hmong	cent1394	hmm
Central Mazahua	cent2144	maz
Central Melanau	cent2101	mel
Central Mfumte	cent2312	NA
Central Mnong	cent1992	cmo
Central Moroccan Berber	cent2194	tzm
Central Nicobarese	cent1990	ncb
Central Ojibwa	cent2136	ojc
Central Okinawan	cent2126	ryu
Central Palawano	cent2091	plc
Central Pame	cent2145	pbs
Central Pashto	cent1973	pst
Central Pomo	cent2138	poo
Central Puebla Nahuatl	cent2133	ncx
Central Sama	cent2092	sml
Central Siberian Yupik	cent2128	ess
Central Sierra Miwok	cent2140	csm
Central Subanen	cent2089	syb
Central Tagbanwa	cent2090	tgt
Central Tarahumara	cent2131	tar
Central Taurus Sign Language	cent2319	NA
Central Tunebo	cent2150	tuf
Central Yupik	cent2127	esu
Central-Eastern Niger Fulfulde	cent2018	fuq
Central-Southern Persian Gypsy	cent2304	NA
Cerma	cerm1238	cme
Cha'palaa	chac1249	cbi
Chacha	chac1253	NA
Chachapoyas Quechua	chac1250	quk
Chadian Arabic	chad1249	shu
Chadian Sign Language	chad1238	cds
Chadong	chad1240	cdy
Chagatai	chag1247	chg
Chaima	chai1253	ciy
Chairel	chai1254	NA
Chak	chak1270	ckh
Chakali	chak1271	cli
Chakato	chak1275	NA
Chakma	chak1266	ccp
Chala	chal1269	cll
Chaldean Neo-Aramaic	chal1275	cld
Chalikha	chal1267	tgf
Chalon	chal1270	NA
Chamacoco	cham1315	ceg
Chamalal	cham1309	cji
Chamari	cham1329	cdg
Chambeali	cham1307	cdh
Chambri	cham1313	can
Chamicuro	cham1318	ccc
Chamorro	cham1312	cha
Chang Naga	chan1313	nbc
Changriwa	chan1319	cga
Changthang	chan1309	cna
Changuena	chan1324	NA
Chantyal	chan1310	chx
Chana	chan1296	NA
Chane	chan1322	caj
Chaouia of the Aures	tach1249	shy
Chapakura	chap1269	NA
Chara	char1269	cra
Charrua	char1240	NA
Chashan	chas1234	NA
Chatino Sign Language	chat1269	NA
Chaudangsi	chau1259	cdn
Chaungtha	chau1262	ccq
Chaura	chau1258	crv
Chavacano	chav1241	cbk
Chayuco Mixtec	chay1249	mih
Chazumba Mixtec	chaz1235	xtb
Che	chee1238	ruk
Chechen	chec1245	che
Cheke Holo	chek1238	mrn
Chenapian	chen1259	cjn
Chenchu	chen1255	cde
Chepang	chep1245	cdm
Chepya	chep1243	ycp
Cherepon	cher1271	cpn
Cherokee	cher1273	chr
Chesu	ches1238	ych
Chetco	chet1237	ctc
Chewong	chew1245	cwg
Cheyenne	chey1247	chy
Chhattisgarhi	chha1249	hne
Chholo	chho1235	NA
Chhulung	chhu1238	cur
Chiangmai Sign Language	chia1237	csd
Chiapanec	chia1262	cip
Chibcha	chib1270	chb
Chicahuaxtla Triqui	chic1273	trs
Chichicapan Zapotec	chic1274	zpv
Chichimeca-Jonaz	chic1272	pei
Chickasaw	chic1270	cic
Chicomuceltec	chic1271	cob
Chiga	chig1238	cgg
Chigmecatitlan Mixtec	chig1239	mii
Chikunda	kund1255	kdn
Chilcotin	chil1280	clc
Chilean Quechua	chil1283	cqu
Chilean Sign Language	chil1264	csg
Chilisso	chil1275	clh
Chiltepec Chinantec	chil1282	csa
Chimakum	chim1310	xch
Chimalapa Zoque	chim1300	zoh
Chimariko	chim1301	cid
Chimborazo Highland Quichua	chim1302	qug
Chimila	chim1309	cbg
Chimwiini	chim1312	NA
China Buriat	chin1476	bxu
Chinali	chin1475	cih
Chinbon Chin	chin1478	cnb
Chincha Quechua	chin1483	qxc
Chinese Pidgin English	chin1253	cpi
Chinese Pidgin Russian	kjac1234	NA
Chinese Sign Language	chin1283	csl
Chini	akru1241	afi
Chinook	chin1286	chh
Chintang	chhi1245	ctn
Chipaya	chip1262	cap
Chipewyan	chip1261	chp
Chipiajes	chip1236	cbe
Chippewa	chip1241	ciw
Chiquihuitlan Mazatec	chiq1250	maq
Chiquitano	chiq1248	cax
Chiquian Ancash Quechua	chiq1249	qxa
Chiripa	chir1286	nhd
Chiriqui Sign Languages	chir1296	NA
Chiriva	chir1294	NA
Chiru	chir1283	cdf
Chitimacha	chit1248	ctm
Chitkuli Kinnauri	chit1279	cik
Chittagonian (Retired)	chit1285	cit
Chittagonian	chit1275	ctg
Chitwania Tharu	chit1274	the
Choapan Zapotec	choa1237	zpc
Chocangacakha	choc1275	cgk
Chochotec	choc1279	coz
Choctaw	choc1276	cho
Chodri	chod1238	cdi
Chokri Naga	chok1243	nri
Chokwe	chok1245	cjk
Chol	chol1282	ctu
Chol, Tila	chol1285	cti
Cholti	chol1283	NA
Cholon	chol1284	cht
Chong of Chanthaburi	chon1284	cog
Choni	chon1285	cda
Chono	chon1248	NA
Chonyi-Dzihana-Kauma	chon1287	coh
Chopi	chop1243	cce
Chorotega	chor1275	cjr
Chorti	chor1273	caa
Chothe	chot1239	nct
Chrau	chra1242	crw
Chru	chru1239	cje
Chuanqiandian Cluster Miao	chua1256	cqd
Chuave	chua1250	cjv
Chug	chug1252	cvg
Chuj	chuj1250	cac
Chuj, Ixtatan	chuj1251	cnm
Chuka	chuk1274	cuh
Chukchi	chuk1273	ckt
Chukwa	chuk1270	cuw
Chulym	chul1246	clw
Chumash	chum1264	chs
Chumburung	chum1261	ncu
Chungmboko	cung1238	cug
Churahi	chur1258	cdj
Church Slavic	chur1257	chu
Chut	chut1247	scb
Chuukese	chuu1238	chk
Chuvantsy	chuv1256	xcv
Chuvash	chuv1255	chv
Chuwabu	chuw1238	chw
Chacobo	chac1251	cao
Ci Gbe	cigb1235	cib
Cia-Cia	ciac1237	cia
Cibak	ciba1236	ckl
Cicipu	cici1237	awc
Cimbala-Cizali	sans1272	kwy
Cimbrian	cimb1238	cim
Cinamiguin Manobo	cina1236	mkx
Cineni	cine1238	cie
Cinta Larga	cint1239	cin
Cisalpine Gaulish	cisa1237	xcg
Citak	cita1245	txt
Ciwogai	ciwo1236	tgd
Clallam	clal1241	clm
Classical Armenian	clas1249	xcl
Classical Mandaic	clas1253	myz
Classical Nahuatl	clas1250	nci
Classical Quechua	clas1251	qwc
Classical Syriac	clas1252	syc
Classical Tibetan	clas1254	xct
Coahuilteco	coah1252	xcw
Coast Miwok	coas1301	csi
Coastal Kadazan	coas1294	kzj
Coastal Konjo	coas1295	kjc
Coastal-Naga Bikol	cent2087	bcl
Coastal-Virac Bikol	sout2912	bln
Coatecas Altas Zapotec	coat1244	zca
Coatepec Nahuatl	coat1240	naz
Coatlan Mixe	coat1238	mco
Coatlan Zapotec	coat1243	zps
Coatzospan Mixtec	coat1241	miz
Cocama-Cocamilla	coca1259	cod
Cochimi	coch1272	coj
Cocopa	coco1261	coc
Cocos Islands Malay	coco1260	coa
Coeruna	coer1236	NA
Coeur d'Alene	coeu1236	crd
Cofan	cofa1242	con
Cogui	cogu1240	kog
Col	coll1240	liw
Colac	cola1237	NA
Colima	coli1235	NA
Colloquial Malay	mala1479	zlm
Colombian Sign Language	colo1249	csn
Colonia Tovar German	colo1254	gct
Columbia-Wenatchi	colu1241	col
Comaltepec Chinantec	coma1246	cco
Comanche	coma1245	com
Comecrudo	come1251	xcm
Como Karim	como1258	cfg
Comox	como1259	coo
Con	cona1234	cno
Concho	conc1237	NA
Congo Swahili	cong1236	swc
Continental Southern Italian	neap1235	nap
Copainala Zoque	copa1236	zoc
Copala Triqui	copa1237	trc
Copallen	copa1238	NA
Coptic	copt1239	cop
Coquille	coqu1236	coq
Cori	cori1240	cry
Cornish	corn1251	cor
Coroado-Puri	coro1249	NA
Corongo Ancash Quechua	coro1247	qwa
Corsican	cors1241	cos
Cosao	cosa1234	NA
Costa Rican Sign Language	cost1249	csr
Cotabato Manobo	cota1241	mta
Cotoname	coto1248	xcn
Cotoxo	coto1237	NA
Cowlitz	cowl1242	cow
Coxima	coxi1236	kox
Coyaima	coya1241	coy
Coyotepec Popoloca	coyo1236	pbf
Coyutla Totonac	coyu1235	toc
Creek	cree1270	mus
Creolized Grand Ronde Chinook Jargon	chin1272	chn
Crimean Tatar	crim1257	crh
Croatia Sign Language	croa1242	csq
Croatian	croa1245	hrv
Cross River Mbembe	cros1244	mfn
Crow	crow1244	cro
Cruzeño	cruz1243	crz
Cua	cuaa1241	cua
Cuba Sign Language	cuba1235	csf
Cuba	cuba1236	cbq
Cubeo	cube1242	cub
Cueva	cuev1238	NA
Cuiba	cuib1242	cui
Cuitlatec	cuit1236	NA
Cuixtla-Xitla Zapotec	miah1235	zam
Culina	culi1244	cul
Culli	cull1235	NA
Cumanagoto	cuma1240	cuo
Cumeral	cume1234	cum
Cun	cunn1236	cuq
Cuneiform Luwian	cune1239	xlu
Cupeño	cupe1243	cup
Curripaco	curr1243	kpc
Cusabo	cusa1237	NA
Cusco Quechua	cusc1236	quz
Cushitic Taita	tait1247	NA
Cutchi-Swahili	cutc1238	ccl
Cuvok	cuvo1236	cuv
Cuyamecalco Mixtec	cuya1240	xtu
Cuyonon	cuyo1237	cyo
Cwi Bwamu	cwib1235	bwy
Cypriot Arabic	cypr1248	acy
Cypriot Greek	cypr1249	NA
Czech Sign Language	czec1253	cse
Czech	czec1258	ces
Coong	coon1239	cnc
Da'a Kaili	daak1235	kzf
Daai Chin	daai1236	dao
Daakie	port1286	ptv
Daantanai'	daan1235	lni
Daasanach	daas1238	dsh
Daats'iin	daat1234	dtn
Daba	nucl1683	dbq
Dabarre	daba1260	dbr
Dabe	dabe1239	dbe
Dacian	daci1234	xdc
Dadibi	dadi1250	mps
Dadiya	dadi1249	dbd
Dafla	nisi1239	dap
Daga	daga1275	dgz
Dagaari Dioula	daga1272	dgd
Dagang-Baoshan-Liangcun	daga1277	NA
Dagba	dagb1248	dgk
Dagbani	dagb1246	dag
Dagik	dagi1241	dec
Dagoman	dago1245	dgn
Dagur	daur1238	dta
Dahalik	daha1247	dlk
Dahalo	daha1245	dal
Daho-Doo	daho1238	das
Dai Zhuang	daiz1235	zhd
Dai	daii1240	dij
Dair	dair1239	drb
Dakaka	daka1243	bpa
Dakka	dakk1238	dkk
Dakota	dako1258	dak
Dakpakha	dakp1242	dka
Dalecarlian	dale1238	qer
Dalmatian	dalm1243	dlm
Daloa Bete	dalo1238	bev
Dama (Cameroon)	dama1267	dmm
Dama (Sierra Leone)	dama1262	NA
Damakawa	dama1268	dam
Damal	dama1272	uhn
Daman-Diu Portuguese	dama1278	NA
Dambi	damb1246	dac
Dameli	dame1241	dml
Dampelas	damp1237	dms
Damu	damu1236	NA
Dan	dann1241	daf
Danaru	dana1254	dnr
Danau	dana1252	dnu
Dandami Maria	dand1238	daq
Dangaleat	dang1274	daa
Dangaura Tharu	dang1260	thl
Danish Sign Language	dani1246	dsl
Danish	dani1285	dan
Dano	dano1240	aso
Dao	daoo1238	daz
Daohua	daoh1239	NA
Daonda	daon1243	dnd
Dar Daju Daju	dard1243	djc
Dar Fur Daju	darf1239	daj
Dar Sila Daju	dars1235	dau
Darai	dara1250	dry
Darang Deng	dara1255	dat
Dargwa	darg1241	dar
Dari	dari1249	prs
Darkhat	dark1243	drh
Darlong	darl1242	dln
Darma	darm1243	drd
Daro-Matu Melanau	daro1239	dro
Darwazi	darw1234	drw
Dass	dass1243	dot
Datooga	dato1239	tcc
Davawenyo	dava1245	daw
Dawawa	dawa1242	dww
Dawera-Daweloor	dawe1237	ddw
Dawro	dawr1236	dwr
Day	dayy1236	dai
Dayao Yi	daya1245	yio
Dayi	dayi1244	dax
Daza	daza1244	dzd
Dazaga	daza1242	dzg
Deccan	decc1239	dcc
Dedua	dedu1240	ded
Defaka	defa1248	afn
Defi Gbe	defi1235	gbh
Deg	degg1238	mzw
Degaru	dega1238	dgu
Degema	dege1246	deg
Degenan	dege1247	dge
Degere	dege1245	NA
Degexit'an	dege1248	ing
Dehu	dehu1237	dhv
Dehwari	dehw1238	deh
Dek	dekk1240	dek
Dela-Oenale	dela1251	row
Delo	delo1240	ntr
Dem	demm1245	dem
Dema	dema1235	dmx
Demisa	demi1242	dei
Demta	demt1241	dmy
Demushbo	demu1235	NA
Dendi (Benin)	dend1243	ddn
Dendi (Central African Republic)	dend1242	deq
Dengese	deng1250	dez
Dengka	deng1253	dnk
Deno	deno1239	dbb
Denya	deny1238	anv
Deni	deni1241	dny
Deori	deor1238	der
Dera (Indonesia)	dera1245	kbv
Dera (Nigeria)	dera1248	kna
Desano	desa1247	des
Desiya	desi1235	dso
Dewoin	dewo1238	dee
Dezfuli-Shushtari	dezf1238	def
Dghwede	dghw1239	dgh
Dhaiso	dhai1238	dhs
Dhalandji	dhal1245	dhl
Dhangu	dhan1270	dhg
Dhanki	dhan1264	dhn
Dhanwar (India)	dhan1267	dha
Dhanwar (Nepal)	dhan1265	dhw
Dhao	dhao1237	nfa
Dhargari	dhar1247	dhr
Dharumbal	dhar1248	xgm
Dhatki	dhat1238	mki
Dhimal	dhim1246	dhi
Dhivehi	dhiv1236	div
Dhodia-Kukna	dhod1238	dho
Dhofari Arabic	dhof1235	adf
Dhudhuroa	dhud1236	NA
Dhundari	dhun1238	dhd
Dhurga	dhur1239	dhu
Dhuwal	dhuw1249	duj
Diandongbei-Large Flowery Miao	larg1235	hmd
Dibabawon Manobo	diba1242	mbd
Dibiyaso	dibi1240	dby
Dibo	dibo1247	dio
Dibole	dibo1245	bvx
Dicamay Agta	dica1235	duy
Didinga	didi1258	did
Dieri	dier1241	dif
Digo	digo1243	dig
Dii	diii1241	dur
Dijim-Bwilim	diji1241	cfa
Dilling	dill1242	dil
Dima	dima1252	jma
Dima-Bottego	dima1246	NA
Dimasa	dima1251	dis
Dimbong	dimb1238	dii
Dime	dime1235	dim
Dimir	dimi1244	dmc
Dimli	diml1238	diq
Ding	ding1239	diz
Diodio	diod1237	ddi
Dirari	dira1238	dit
Dirasha	dira1242	gdl
Diri	diri1259	dwa
Diriku	diri1252	diu
Dirim	diri1253	dir
Disa	disa1239	dsi
Ditammari	dita1238	tbz
Ditidaht	diti1235	dtd
Diuwe	diuw1238	diy
Diuxi-Tilantongo Mixtec	diux1235	xtd
Dixon Reef	dixo1238	dix
Dizin	dizi1235	mdx
Djambarrpuyngu	djam1256	djr
Djangun	djan1238	djf
Djawi	djaw1238	djw
Djeebbana	djee1236	djj
Djeoromitxi	djeo1235	jbt
Djimini Senoufo	djim1235	dyi
Djinang	djin1253	dji
Djinba	djin1252	djb
Djingili	djin1251	jig
Djiwarli	djiw1241	dze
Dobel	dobe1238	kvo
Dobu	dobu1241	dob
Doe	doee1238	doe
Doga	doga1238	dgg
Doghoro	dogh1241	dgx
Dogoso	dogo1294	dgs
Dogose	dogo1295	dos
Dogri	dogr1250	dgo
Dogrib	dogr1252	dgr
Dogul Dom Dogon	dogu1235	dbg
Doka	doka1242	dbi
Doko-Uyanga	doko1243	uya
Dolgan	dolg1241	dlg
Dolpo	dolp1239	dre
Dom	domm1246	doa
Domaaki	doma1260	dmk
Domari	doma1258	rmt
Dominican Sign Language	domi1236	doq
Dompo	domp1238	doy
Domu	domu1245	dof
Domung	domu1246	dev
Dondo	dond1249	dok
Dong	dong1293	doh
Dongo	dong1290	doo
Dongotono	dong1294	ddd
Dongshanba Lalo	dong1286	yik
Dongxiang	dong1285	sce
Doondo	doon1238	dde
Dorasque	dora1242	NA
Dori'o	dori1246	dor
Dorig	weta1242	wwo
Doromu-Koki	doro1266	kqc
Dororo	doro1267	drr
Dorze	dorz1235	doz
Doso	doso1239	dol
Dotyali	doty1234	dty
Doutai	dout1240	tds
Doyayo	doya1240	dow
Drents	dren1238	drt
Drung	drun1238	duu
Duala	dual1243	dua
Duano	duan1242	dup
Duau	duau1237	dva
Dubli	dubl1239	dub
Dubu	dubu1240	dmu
Duduela	dudu1240	duk
Dugun	dugu1248	ndu
Duguri	dugu1249	dbm
Dugwor	dugw1239	dme
Duhwa	duhw1236	kbz
Duit	duit1239	NA
Duke	duke1237	nke
Dulbu	dulb1238	dbo
Duli-Gewe	duli1241	duz
Duma	duma1253	dma
Dumbea	dumb1241	duf
Dume	dume1236	NA
Dumi	dumi1241	dus
Dumpas	dump1242	dmv
Dumpu	dump1243	wtf
